source,log_message
ModernHR,"nova.osapi_compute.wsgi.server [req-f32a2c19-2c81-45f7-8506-f8e539929139 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1910 time: 0.2687280"
AnalyticsEngine,Backup completed successfully.
AnalyticsEngine,System updated to version 4.8.6.
ThirdPartyAPI,Email delivery system encountered an error
ThirdPartyAPI,"nova.compute.claims [req-01d570b0-78a7-4719-b7a3-429fd7dc5a3f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: d54b44eb-2d1a-4aa2-ba6b-074d35f8f12c] Total memory: 64172 MB, used: 512.00 MB"
ModernCRM,User 5456 experienced multiple login rejections
BillingSystem,Configuration is corrupted throughout the system
AnalyticsEngine,Module X failed to process input due to formatting error
AnalyticsEngine,"nova.metadata.wsgi.server [req-ed0b5830-26a8-4484-8164-feaebe737259 - - - - -] 10.11.21.122,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" RCODE  200 len: 124 time: 0.2368760"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-1271f5ec-7a4e-4176-b507-2fc69a6142c9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2703741"
ThirdPartyAPI,System updated to version 5.0.7.
ThirdPartyAPI,Backup ended at 2025-08-08 14:14:05.
BillingSystem,"nova.osapi_compute.wsgi.server [req-e28bae73-ef07-429a-af86-3b7b89a80422 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2702570"
ModernCRM,"nova.osapi_compute.wsgi.server [req-5b3396e6-da74-4756-8c45-fb22ed4200f4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2566571"
BillingSystem,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-d083d3b6-88a1-4af0-b0ff-8adc0dfea774 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2661309"
ModernCRM,"Alert: server 45 experienced unusual login attempts, security risk"
ThirdPartyAPI,"Server 7 has potential security exposure, remediation needed"
BillingSystem,Detected a potential data breach attempt
BillingSystem,Disk cleanup completed successfully.
ModernCRM,"Server 36 experienced potential security incident, review required"
BillingSystem,"nova.compute.claims [req-3d26bc3d-373c-4269-b095-004aab7a9785 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total vcpu: 16 VCPU, used: 0.00 VCPU"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-acb68414-8b02-462e-b5e0-0f35e15e1e69 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2575791"
BillingSystem,"nova.osapi_compute.wsgi.server [req-edac629f-a08b-4501-9863-97a32c6c9baf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2707181"
ModernHR,"nova.osapi_compute.wsgi.server [req-9f9bea16-b6b9-45e6-8fd7-83cb41c5db6d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2717772"
BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/security-groups HTTP/1.1"" RCODE  200 len: 123 time: 0.0007679"
ModernCRM,"nova.osapi_compute.wsgi.server [req-6a27e91d-9c9c-4b48-ade9-853fc2a05d1a 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2558961"
ThirdPartyAPI,"nova.compute.claims [req-6f9ecdfe-481c-4535-9bdc-45d86085d739 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: c62f4f25-982c-4ea2-b5e4-93000edfcfbf] disk limit not specified, defaulting to unlimited"
BillingSystem,"nova.osapi_compute.wsgi.server [req-06221192-6331-4531-8e2a-f6f1041ea6a9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2682462"
ModernHR,"nova.osapi_compute.wsgi.server [req-066e2f4a-435d-4939-84c5-f74916ccecb1 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1916 time: 0.3046119"
AnalyticsEngine,Email transmission error caused service impact
ModernHR,"nova.metadata.wsgi.server [-] 10.11.21.129,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" HTTP status code -  200 len: 124 time: 0.0010171"
ThirdPartyAPI,Potential security vulnerability found on server 42
ModernHR,Unapproved API login attempt from user 5771 recorded
ModernCRM,"nova.osapi_compute.wsgi.server [req-b205f1b9-cbfe-4e2a-9ba7-37286386e48c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2615452"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-137d902f-6187-4b26-a6e2-9b16f72e5f89 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2673008"
ModernCRM,Backup started at 2025-04-19 23:43:04.
ModernHR,"nova.osapi_compute.wsgi.server [req-4581b3d6-dfb3-4463-be9b-bff865be3b7c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1575 time: 0.1811130"
ModernCRM,Server 39 suffered an abrupt restart during data import
BillingSystem,"nova.osapi_compute.wsgi.server [req-94d476af-a264-46bc-81cb-b42d00ee2d0f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1916 time: 0.2735779"
BillingSystem,Restricted account Account9226 had login failure
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-2a243770-f5c3-4a9b-8bd5-13063d31a644 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2696431"
ModernCRM,"nova.compute.claims [req-98474cd9-61e1-4afe-bd52-676a577b058f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 70c1714b-c11b-4c88-b300-239afe1f5ff8] memory limit: 96258.00 MB, free: 95746.00 MB"
ThirdPartyAPI,System updated to version 1.2.9.
BillingSystem,nova.compute.resource_tracker [req-addc1839-2ed5-4778-b57e-5854eb7b8b09 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=2560MB phys_disk=15GB used_disk=20GB total_vcpus=16 used_vcpus=1 pci_stats=[]
ModernCRM,"nova.osapi_compute.wsgi.server [req-c7adc0ec-5ebd-40c7-9575-2cec6db128b4 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2399089"
ModernCRM,"nova.metadata.wsgi.server [req-7fd3da99-a9b0-4dec-8a14-37be960fd707 - - - - -] 10.11.21.139,10.11.10.1 ""GET /latest/meta-data/block-device-mapping/ HTTP/1.1"" HTTP status code -  200 len: 124 time: 0.2223170"
BillingSystem,Potential DDoS attack from 192.168.234.122 detected
BillingSystem,Unforeseen server 17 reboot occurred during data export
ModernCRM,"nova.osapi_compute.wsgi.server [req-a06fae15-859f-4608-a340-3185fa888bac 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2621021"
ModernCRM,"nova.osapi_compute.wsgi.server [req-9397f963-fad4-47eb-96e8-39f4f4552343 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2735012"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-60c3da91-bd1c-4693-991e-fa3580fa22c2 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2722521"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-ec851719-5052-4fee-8b0a-3c33b586efd1 d16a600c5e2a47fe98aee00ee4cb9743 e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""GET /v2/e9746973ac574c6b8a9e8857f56a7608/servers/detail?all_tenants=True&changes-since=2017-05-16T05%3A54%3A58.530160%2B00%3A00 HTTP/1.1"" RCODE  200 len: 23370 time: 0.3273299"
ModernHR,"nova.osapi_compute.wsgi.server [req-912661ba-4a2e-4f08-9b80-ad089e9b411c 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.2634768"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-a0e8716b-4556-4eda-8b06-0b9b11f65e74 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2657661"
BillingSystem,"nova.osapi_compute.wsgi.server [req-ccf53bd0-3d1f-4951-858c-c5b0416e7ccf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2638359"
ModernHR,User 7790 account had multiple failed login tries
BillingSystem,Critical system equipment failure: equipment ID Component68
BillingSystem,"nova.metadata.wsgi.server [-] 10.11.21.138,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" RCODE  404 len: 176 time: 0.0009220"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" HTTP status code -  202 len: 733 time: 0.5000288"
BillingSystem,"nova.compute.claims [req-72b4858f-049e-49e1-b31e-b562c5018eaf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 63a0d960-70b6-44c6-b606-491478a5cadf] vcpu limit not specified, defaulting to unlimited"
ThirdPartyAPI,System reboot initiated by user User591.
BillingSystem,"nova.osapi_compute.wsgi.server [req-afa4d0e3-8b30-49a5-a9b8-4048c7d3b6d9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2591708"
BillingSystem,"nova.osapi_compute.wsgi.server [req-1a086eaf-4641-48d5-bcd7-32c91302df8f 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2569268"
ModernCRM,Multiple invalid login attempts were made for user 8920
AnalyticsEngine,An attempt to export data without permission was made
ModernHR,Shard 4 data transfer failed
AnalyticsEngine,"nova.compute.claims [req-3d26bc3d-373c-4269-b095-004aab7a9785 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: faf974ea-cba5-4e1b-93f4-3a3bc606006f] Total memory: 64172 MB, used: 512.00 MB"
ModernHR,"nova.osapi_compute.wsgi.server [req-b7948826-c8b0-4d2c-9933-1580f19fdf93 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1575 time: 0.1955159"
BillingSystem,Disk cleanup completed successfully.
BillingSystem,Unauthenticated API access attempt from user 7672 logged
AnalyticsEngine,Backup ended at 2025-04-16 05:59:10.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-db6932df-e3e8-4798-b123-2e0ee6a8999b 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2623498"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-deb750c5-cf92-4e47-b828-298d46ee7b78 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2659440"
ThirdPartyAPI,"nova.compute.claims [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: 78dc1847-8848-49cc-933e-9239b12c9dcf] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
ThirdPartyAPI,Detected an anomalous data transfer request
ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.132,10.11.10.1 ""GET /latest/meta-data/local-ipv4 HTTP/1.1"" HTTP status code -  200 len: 129 time: 0.0006690"
ModernCRM,Account Account9938 blocked due to failed login
BillingSystem,"nova.osapi_compute.wsgi.server [req-8f929d23-bb12-4951-9b49-f8df8837aa5e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1910 time: 0.2870619"
AnalyticsEngine,Server 24 experienced an unplanned restart during data replication
BillingSystem,Account with ID 1478 created by User605.
ThirdPartyAPI,Invalid SSL certificate resulted in a failed service health check.
BillingSystem,"nova.osapi_compute.wsgi.server [req-0350bc90-73e4-414f-8f4a-b2640e1cde69 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1759 time: 0.2935462"
ModernCRM,Input data format in module X was invalid or corrupted
ModernHR,"nova.metadata.wsgi.server [req-1cbcfc19-86a6-45ba-be47-f13c3af17b9e - - - - -] 10.11.21.127,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" HTTP status code -  200 len: 157 time: 0.2243600"
ModernHR,"nova.osapi_compute.wsgi.server [req-2e68b02f-6c9b-4ff6-86ae-96c9bfd618c5 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1893 time: 0.4313569"
AnalyticsEngine,API access denied due to unauthorized credentials for user 7900
ModernHR,Detected an illicit data extraction attempt
ThirdPartyAPI,Backup ended at 2025-07-01 14:07:11.
BillingSystem,"nova.osapi_compute.wsgi.server [req-42da7b86-cc4f-4a8d-b40a-2970b44b2293 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/faf974ea-cba5-4e1b-93f4-3a3bc606006f HTTP/1.1"" Return code: 200 len: 1708 time: 0.1894400"
ModernCRM,User User231 logged out.
ModernCRM,"nova.osapi_compute.wsgi.server [req-caeb3818-dab6-4e8d-9ea6-aceb23905ebc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""POST /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1"" RCODE  202 len: 733 time: 0.4586949"
ModernCRM,"nova.osapi_compute.wsgi.server [req-355185de-7074-4448-a197-a632db9c5cbd 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 1893 time: 0.2717261"
ModernHR,"nova.osapi_compute.wsgi.server [req-2e5c7471-1bfb-4634-8a87-aeef024c256d 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2524278"
ModernHR,Critical system unit error: unit ID Component64
ModernHR,Unauthenticated API access attempt from user 3845 logged
ModernHR,"nova.osapi_compute.wsgi.server [req-4f5d8a7d-8353-4f98-983f-bd0854bea276 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Return code: 200 len: 1893 time: 0.2724411"
AnalyticsEngine,Server 6 suffered an abrupt restart during data import
ModernCRM,Service health check failure was due to an invalid or improperly configured SSL certificate.
AnalyticsEngine,"nova.compute.claims [req-d6986b54-3735-4a42-9074-0ba7d9717de9 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: af5f7392-f7d4-4298-b647-c98924c64aa1] Total memory: 64172 MB, used: 512.00 MB"
ThirdPartyAPI,Multiple disk errors found in RAID configuration
ModernCRM,System updated to version 1.1.7.
ThirdPartyAPI,"nova.metadata.wsgi.server [-] 10.11.21.129,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0006950"
BillingSystem,"nova.osapi_compute.wsgi.server [req-d7e60bdc-85aa-4e2f-b45c-82adbb1a5a4e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" Status code -  200 len: 1759 time: 0.2857559"
ModernCRM,"nova.osapi_compute.wsgi.server [req-8720bc4b-6afa-4ed0-8211-0a1c4eeb3626 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2753210"
ModernHR,System reboot initiated by user User421.
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-5e19ca64-9d79-46dc-af69-0bfe959dadd6 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2620330"
ModernHR,User User699 logged in.
ThirdPartyAPI,Shard 20 data synchronization failed
ModernCRM,"nova.compute.claims [req-d82fab16-60f8-4c9f-bde8-f362f57bdd40 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: ae3a1b5d-eec1-45bb-b76a-c59d83b1471f] Attempting claim: memory 2048 MB, disk 20 GB, vcpus 1 CPU"
AnalyticsEngine,Backup completed successfully.
ModernCRM,Data replication for shard 6 encountered an issue
ThirdPartyAPI,Account with ID 8884 created by User893.
ModernHR,Server 28 went offline unexpectedly during data parsing
AnalyticsEngine,"nova.metadata.wsgi.server [req-bcebb9de-a387-44e2-b784-db819fff540d - - - - -] 10.11.21.133,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" RCODE  200 len: 264 time: 0.2296522"
ModernHR,Security alert: suspicious activity on server 31
ModernCRM,"nova.metadata.wsgi.server [-] 10.11.21.141,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" Status code -  200 len: 967 time: 0.0013518"
ThirdPartyAPI,Login to secured account Account6057 was not possible
ThirdPartyAPI,"nova.compute.claims [req-4b4dd551-26d8-48e2-bd52-91793d2157bc 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] [instance: a015cf14-84bb-4156-a48d-7c4824ac7a9d] Total vcpu: 16 VCPU, used: 0.00 VCPU"
ModernCRM,"nova.osapi_compute.wsgi.server [req-f34ca27d-611a-4561-9ed2-e54664bf0514 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" Return code: 404 len: 296 time: 0.0926130"
BillingSystem,"nova.metadata.wsgi.server [req-cf86bdeb-2809-46ac-a163-99450b2985aa - - - - -] 10.11.21.141,10.11.10.1 ""GET /latest/meta-data/ HTTP/1.1"" RCODE  200 len: 328 time: 0.2267661"
AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-cc4f8ca6-e412-41c5-b196-f1390dba7faf 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" RCODE  200 len: 211 time: 0.0934021"
ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-4c5a4bf8-3ffd-47e6-bd27-6cc8aa71b618 f7b8d1f1d4d44643b07fa10ca7d021fb e9746973ac574c6b8a9e8857f56a7608 - - -] 10.11.10.1 ""POST /v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1"" HTTP status code -  200 len: 380 time: 0.1034019"
ThirdPartyAPI,Email service impacted by sending failure
AnalyticsEngine,Key system element crashed: element ID Component77
ThirdPartyAPI,RAID array experienced multiple disk failures and issues
ModernHR,"nova.osapi_compute.wsgi.server [req-ac940fc4-e12a-4d3d-b262-e8ae3afad120 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1874 time: 0.2029028"
BillingSystem,"nova.osapi_compute.wsgi.server [req-6cbb36b7-bd0e-4336-8e06-af3b2951e446 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2498651"
ModernCRM,"Server 49 is under potential security threat, review necessary"
ModernHR,"nova.osapi_compute.wsgi.server [req-2bef14f0-3254-4098-8d7c-b319eebbd43e 113d3a99c3da401fbd62cc2caa5b96d2 54fadb412c4e40cdbaed9335e4c35a9e - - -] 10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1893 time: 0.2710969"
